reformulation,retriever,dataset_name,elapsed_time,map,recip_rank,RR(rel=2),RR@10,RR@100,nDCG@10,nDCG@100,P@10,P@100,P@1000,R@50,R@1000,AP(rel=2),path,mean_minilm_similarity,std_minilm_similarity,mean_bert_similarity,std_bert_similarity,mean_jaccard_similarity,std_jaccard_similarity,mean_tfidfcosine_similarity,std_tfidfcosine_similarity,mean_szymkiewicz_similarity,std_szymkiewicz_similarity,date
vik_e10,BM25%100>>MonoT5,irds:beir/scifact/test,432.9182507991791,0.0720007822450232,0.07340098243887708,0.0,0.06728174603174604,0.07340098243887708,0.08120083184792774,0.11539050548552057,0.01333333333333334,0.003200000000000002,0.00032000000000000024,0.23916666666666667,0.2956666666666667,0.0,2024-10-30--15-25-09--b580v_reformulators,0.16377456486225128,0.15285298228263855,0.3910418152809143,0.13277442753314972,0.05534344969966553,0.06594924852340038,0.057914623163971585,0.059490162528804985,0.10972421817661754,0.11825995586929826,2024-10-30 15:25:09
vik_e10,BM25,irds:beir/scifact/test,432.9182507991791,0.08765248451059407,0.08959830036451176,0.0,0.08291402116402115,0.08886413447166222,0.09630097059868818,0.1279416039219327,0.015666666666666666,0.003200000000000002,0.0005433333333333337,0.25566666666666665,0.47844444444444445,0.0,2024-10-30--15-25-09--b580v_reformulators,0.16377456486225128,0.15285298228263855,0.3910418152809143,0.13277442753314972,0.05534344969966553,0.06594924852340038,0.057914623163971585,0.059490162528804985,0.10972421817661754,0.11825995586929826,2024-10-30 15:25:09
vik_e10,BM25%100,irds:beir/scifact/test,432.9182507991791,0.0869038572950834,0.08886566527916318,0.0,0.08291402116402115,0.08886413447166222,0.09630097059868818,0.1279416039219327,0.015666666666666666,0.003200000000000002,0.00032000000000000024,0.25566666666666665,0.2956666666666667,0.0,2024-10-30--15-25-09--b580v_reformulators,0.16377456486225128,0.15285298228263855,0.3910418152809143,0.13277442753314972,0.05534344969966553,0.06594924852340038,0.057914623163971585,0.059490162528804985,0.10972421817661754,0.11825995586929826,2024-10-30 15:25:09
vik_e10,DPH,irds:beir/scifact/test,432.9182507991791,0.08325434395849544,0.08591178960844953,0.0,0.0790542328042328,0.08508731424849905,0.0916418056061549,0.1228153816135701,0.015,0.003100000000000002,0.0005433333333333337,0.249,0.4756666666666666,0.0,2024-10-30--15-25-09--b580v_reformulators,0.16377456486225128,0.15285298228263855,0.3910418152809143,0.13277442753314972,0.05534344969966553,0.06594924852340038,0.057914623163971585,0.059490162528804985,0.10972421817661754,0.11825995586929826,2024-10-30 15:25:09
vik_e10,DPH%100,irds:beir/scifact/test,432.9182507991791,0.0824096569946905,0.08508894225012706,0.0,0.0790542328042328,0.08508731424849905,0.0916418056061549,0.1228153816135701,0.015,0.003100000000000002,0.0003100000000000002,0.249,0.2856666666666667,0.0,2024-10-30--15-25-09--b580v_reformulators,0.16377456486225128,0.15285298228263855,0.3910418152809143,0.13277442753314972,0.05534344969966553,0.06594924852340038,0.057914623163971585,0.059490162528804985,0.10972421817661754,0.11825995586929826,2024-10-30 15:25:09
mah_e10,DPH,irds:beir/nfcorpus/test,194.9093849658966,0.01793763213710975,0.09100245748703081,0.028851500449201446,0.08813974187805963,0.09388751205879961,0.044868933487456304,0.04654141705003121,0.038006230529594995,0.012616822429906527,0.0029003115264797518,0.04780807752258894,0.1103946493242516,0.014034112969135983,2024-10-30--10-51-38--Gvi3k_reformulators,0.21915952861309052,0.22990360856056213,0.4968110918998718,0.18577174842357635,0.10584310770069286,0.21801354835648012,0.10029385238237684,0.21181854247631898,0.16911485524442335,0.2759356319653677,2024-10-30 10:51:38
mah_e10,DPH%100,irds:beir/nfcorpus/test,194.9093849658966,0.016589010508117476,0.0907798035896157,0.02875015349770411,0.08813974187805963,0.09388751205879961,0.044868933487456304,0.04654141705003121,0.038006230529594995,0.012616822429906527,0.001261682242990655,0.04780807752258894,0.06275617675537604,0.013631101045488028,2024-10-30--10-51-38--Gvi3k_reformulators,0.21915952861309052,0.22990360856056213,0.4968110918998718,0.18577174842357635,0.10584310770069286,0.21801354835648012,0.10029385238237684,0.21181854247631898,0.16911485524442335,0.2759356319653677,2024-10-30 10:51:38
mah_e10,BM25%100,irds:beir/nfcorpus/test,194.9093849658966,0.017663386367585462,0.09186795851432357,0.031077921026261866,0.08958487860357017,0.09497608147447041,0.04667909223986153,0.047879631166857,0.03956386292834889,0.012866043613707148,0.0012866043613707172,0.04776061708759039,0.06316560873176318,0.014836391525726933,2024-10-30--10-51-38--Gvi3k_reformulators,0.21915952861309052,0.22990360856056213,0.4968110918998718,0.18577174842357635,0.10584310770069286,0.21801354835648012,0.10029385238237684,0.21181854247631898,0.16911485524442335,0.2759356319653677,2024-10-30 10:51:38
mah_e10,BM25%100>>MonoT5,irds:beir/nfcorpus/test,194.9093849658966,0.018115453041377155,0.09897929308424856,0.03268938721296679,0.09357909311180337,0.09899640992379531,0.04870809544473114,0.048960720630618536,0.040498442367601216,0.012866043613707148,0.0012866043613707172,0.04896801593085873,0.06316560873176318,0.016468032683496718,2024-10-30--10-51-38--Gvi3k_reformulators,0.21915952861309052,0.22990360856056213,0.4968110918998718,0.18577174842357635,0.10584310770069286,0.21801354835648012,0.10029385238237684,0.21181854247631898,0.16911485524442335,0.2759356319653677,2024-10-30 10:51:38
mah_e10,BM25,irds:beir/nfcorpus/test,194.9093849658966,0.018973904921748948,0.09209279059791614,0.031221993363689998,0.08958487860357017,0.09497608147447041,0.04667909223986153,0.047879631166857,0.03956386292834889,0.012866043613707148,0.0028940809968847365,0.04776061708759039,0.10981859433155505,0.015222107655921163,2024-10-30--10-51-38--Gvi3k_reformulators,0.21915952861309052,0.22990360856056213,0.4968110918998718,0.18577174842357635,0.10584310770069286,0.21801354835648012,0.10029385238237684,0.21181854247631898,0.16911485524442335,0.2759356319653677,2024-10-30 10:51:38
vik_e10,BM25%100>>MonoT5,irds:beir/nfcorpus/test,224.84162759780884,0.0156846691034833,0.09409889718844529,0.0202393588594099,0.09009045647244404,0.09409889718844529,0.04741712643084438,0.046543226232753386,0.046583850931676996,0.018167701863354018,0.0018167701863354047,0.03813095369964252,0.04837396680553926,0.01063162275920441,2024-10-30--10-47-29--2f0tt_reformulators,0.20271673798561096,0.2123347520828247,0.49006885290145874,0.17841902375221252,0.06740793606118682,0.17615728019836902,0.05693971670507728,0.16156269523858652,0.10717398070339246,0.23425758545864864,2024-10-30 10:47:29
vik_e10,BM25,irds:beir/nfcorpus/test,224.84162759780884,0.017041053313248834,0.08828106775135974,0.019049258996383663,0.08179655920339149,0.0878899889101134,0.043680328385569143,0.04604575347061124,0.04161490683229811,0.018198757763975133,0.0033540372670807454,0.037723701623507404,0.09179340446154927,0.010604109387060549,2024-10-30--10-47-29--2f0tt_reformulators,0.20271673798561096,0.2123347520828247,0.49006885290145874,0.17841902375221252,0.06740793606118682,0.17615728019836902,0.05693971670507728,0.16156269523858652,0.10717398070339246,0.23425758545864864,2024-10-30 10:47:29
vik_e10,BM25%100,irds:beir/nfcorpus/test,224.84162759780884,0.015788597695010585,0.08791006934723937,0.01884349147563625,0.08179655920339149,0.0878899889101134,0.043680328385569143,0.04600496756712072,0.04161490683229811,0.018167701863354018,0.0018167701863354047,0.037723701623507404,0.04837396680553926,0.01032480950155863,2024-10-30--10-47-29--2f0tt_reformulators,0.20271673798561096,0.2123347520828247,0.49006885290145874,0.17841902375221252,0.06740793606118682,0.17615728019836902,0.05693971670507728,0.16156269523858652,0.10717398070339246,0.23425758545864864,2024-10-30 10:47:29
vik_e10,DPH,irds:beir/nfcorpus/test,224.84162759780884,0.015905215726662942,0.0857618558786505,0.01970582980559815,0.07937740313516709,0.08534213104879168,0.04248635732429077,0.044610326560547156,0.040683229813664575,0.017919254658385068,0.003363354037267081,0.03500801654422706,0.09153461629803401,0.010118856545188383,2024-10-30--10-47-29--2f0tt_reformulators,0.20271673798561096,0.2123347520828247,0.49006885290145874,0.17841902375221252,0.06740793606118682,0.17615728019836902,0.05693971670507728,0.16156269523858652,0.10717398070339246,0.23425758545864864,2024-10-30 10:47:29
vik_e10,DPH%100,irds:beir/nfcorpus/test,224.84162759780884,0.014669396784020126,0.08535937409624628,0.019447291808470907,0.07937740313516709,0.08534213104879168,0.04248635732429077,0.044610326560547156,0.040683229813664575,0.017919254658385068,0.0017919254658385101,0.03500801654422706,0.047651273908569325,0.009846175347134526,2024-10-30--10-47-29--2f0tt_reformulators,0.20271673798561096,0.2123347520828247,0.49006885290145874,0.17841902375221252,0.06740793606118682,0.17615728019836902,0.05693971670507728,0.16156269523858652,0.10717398070339246,0.23425758545864864,2024-10-30 10:47:29
vikcmp_e10,BM25,irds:beir/webis-touche2020/v2,99.42939615249634,0.013609596153610183,0.05283105374931768,0.04845634890291297,0.05,0.052289196560085044,0.024745565292574084,0.04320948861794254,0.024489795918367346,0.01,0.0028775510204081638,0.03887632963478365,0.1526447393152062,0.015878396770024936,2024-10-30--08-59-13--LP30p_reformulators,0.14519333839416504,0.1487247496843338,0.36955079436302185,0.11893230676651001,0.06540610749794423,0.08680826289903111,0.059879258952221216,0.07167573104114604,0.13403790087463555,0.1747445327250676,2024-10-30 08:59:13
vikcmp_e10,DPH,irds:beir/webis-touche2020/v2,99.42939615249634,0.018265024022192704,0.09155878909896108,0.08940859331351438,0.08775510204081634,0.0906767835339264,0.03497713871195718,0.055328136170086084,0.02857142857142857,0.012448979591836735,0.002795918367346939,0.04385502544577881,0.1479883805346573,0.02255025494674752,2024-10-30--08-59-13--LP30p_reformulators,0.14519333839416504,0.1487247496843338,0.36955079436302185,0.11893230676651001,0.06540610749794423,0.08680826289903111,0.059879258952221216,0.07167573104114604,0.13403790087463555,0.1747445327250676,2024-10-30 08:59:13
vikcmp_e10,DPH%100,irds:beir/webis-touche2020/v2,99.42939615249634,0.016631231677320116,0.0906767835339264,0.08863596720739578,0.08775510204081634,0.0906767835339264,0.03497713871195718,0.055328136170086084,0.02857142857142857,0.012448979591836735,0.0012448979591836735,0.04385502544577881,0.06941690447676781,0.021188256809690605,2024-10-30--08-59-13--LP30p_reformulators,0.14519333839416504,0.1487247496843338,0.36955079436302185,0.11893230676651001,0.06540610749794423,0.08680826289903111,0.059879258952221216,0.07167573104114604,0.13403790087463555,0.1747445327250676,2024-10-30 08:59:13
vikcmp_e10,BM25%100>>MonoT5,irds:beir/webis-touche2020/v2,99.42939615249634,0.012270018138444002,0.04861111111111111,0.04010770975056689,0.04489795918367347,0.04861111111111111,0.022979260215240806,0.04310152638499681,0.026530612244897965,0.01,0.0009999999999999998,0.049622068318362626,0.05949456800529988,0.01437973436558167,2024-10-30--08-59-13--LP30p_reformulators,0.14519333839416504,0.1487247496843338,0.36955079436302185,0.11893230676651001,0.06540610749794423,0.08680826289903111,0.059879258952221216,0.07167573104114604,0.13403790087463555,0.1747445327250676,2024-10-30 08:59:13
vikcmp_e10,BM25%100,irds:beir/webis-touche2020/v2,99.42939615249634,0.011191117385265133,0.052289196560085044,0.04792012498779416,0.05,0.052289196560085044,0.024745565292574084,0.04320948861794254,0.024489795918367346,0.01,0.0009999999999999998,0.03887632963478365,0.05949456800529988,0.014019368458006968,2024-10-30--08-59-13--LP30p_reformulators,0.14519333839416504,0.1487247496843338,0.36955079436302185,0.11893230676651001,0.06540610749794423,0.08680826289903111,0.059879258952221216,0.07167573104114604,0.13403790087463555,0.1747445327250676,2024-10-30 08:59:13
vikm_e10,DPH%100,irds:beir/webis-touche2020/v2,104.26861190795898,0.01195890068939415,0.05564947689521703,0.03266005263220062,0.04795918367346939,0.05564947689521703,0.017725968891791368,0.04155945607418629,0.02040816326530612,0.01142857142857143,0.001142857142857143,0.04145375554099227,0.06562077475980796,0.01175592946465823,2024-10-30--08-57-48--ilM0c_reformulators,0.1484680026769638,0.15086530148983002,0.4082677364349365,0.12158150970935822,0.05891591401795484,0.09942432917295073,0.046489341291610344,0.060023525068316264,0.11669096209912537,0.18599976964045636,2024-10-30 08:57:48
vikm_e10,BM25%100>>MonoT5,irds:beir/webis-touche2020/v2,104.26861190795898,0.010299750046274,0.04476464578505395,0.039020681532686334,0.04195011337868481,0.04476464578505395,0.016218318080795456,0.04059918606738689,0.01836734693877551,0.011020408163265306,0.0011020408163265306,0.038729332354562766,0.06237156936017716,0.012821856911429218,2024-10-30--08-57-48--ilM0c_reformulators,0.1484680026769638,0.15086530148983002,0.4082677364349365,0.12158150970935822,0.05891591401795484,0.09942432917295073,0.046489341291610344,0.060023525068316264,0.11669096209912537,0.18599976964045636,2024-10-30 08:57:48
vikm_e10,BM25,irds:beir/webis-touche2020/v2,104.26861190795898,0.012640350865918595,0.026895293601480928,0.02057022053520995,0.024173955296404277,0.026056825154080338,0.012642979304380728,0.03643075070807199,0.018367346938775512,0.011020408163265306,0.003367346938775511,0.03204426840769249,0.18829476703129597,0.012703191592395488,2024-10-30--08-57-48--ilM0c_reformulators,0.1484680026769638,0.15086530148983002,0.4082677364349365,0.12158150970935822,0.05891591401795484,0.09942432917295073,0.046489341291610344,0.060023525068316264,0.11669096209912537,0.18599976964045636,2024-10-30 08:57:48
vikm_e10,BM25%100,irds:beir/webis-touche2020/v2,104.26861190795898,0.009587240173112544,0.026056825154080338,0.020004612917126758,0.024173955296404277,0.026056825154080338,0.012642979304380728,0.03643075070807199,0.018367346938775512,0.011020408163265306,0.0011020408163265306,0.03204426840769249,0.06237156936017716,0.010220054390634706,2024-10-30--08-57-48--ilM0c_reformulators,0.1484680026769638,0.15086530148983002,0.4082677364349365,0.12158150970935822,0.05891591401795484,0.09942432917295073,0.046489341291610344,0.060023525068316264,0.11669096209912537,0.18599976964045636,2024-10-30 08:57:48
vikm_e10,DPH,irds:beir/webis-touche2020/v2,104.26861190795898,0.015182966308569414,0.056588072760449956,0.03351777754548153,0.04795918367346939,0.05564947689521703,0.017725968891791368,0.04155945607418629,0.02040816326530612,0.01142857142857143,0.003510204081632654,0.04145375554099227,0.19289466255204493,0.014554347338113827,2024-10-30--08-57-48--ilM0c_reformulators,0.1484680026769638,0.15086530148983002,0.4082677364349365,0.12158150970935822,0.05891591401795484,0.09942432917295073,0.046489341291610344,0.060023525068316264,0.11669096209912537,0.18599976964045636,2024-10-30 08:57:48
cmp_e10,BM25%100,irds:beir/trec-covid,96.78801345825195,0.002227299052848011,0.08313758479542724,0.05576036318214425,0.07416666666666666,0.08316057330117438,0.025392315758816918,0.026539274519256105,0.024000000000000004,0.030200000000000005,0.0030200000000000005,0.003868264795992948,0.007988103796619468,0.0021461120725357694,2024-10-30--08-57-36--Y5nAM_reformulators,0.18416331708431244,0.19206976890563965,0.4482343792915344,0.12904678285121918,0.06690072163458011,0.07872221584270662,0.08493800548885094,0.08073674989056731,0.1615067155067155,0.17357690421880279,2024-10-30 08:57:36
cmp_e10,DPH%100,irds:beir/trec-covid,96.78801345825195,0.0017197500045234273,0.09785025457439021,0.07939781827188354,0.07583333333333334,0.08785405974942828,0.033119121949378584,0.027554184613158138,0.03,0.030600000000000006,0.00306,0.004156451736005858,0.0074194773773164115,0.0014765322895055094,2024-10-30--08-57-36--Y5nAM_reformulators,0.18416331708431244,0.19206976890563965,0.4482343792915344,0.12904678285121918,0.06690072163458011,0.07872221584270662,0.08493800548885094,0.08073674989056731,0.1615067155067155,0.17357690421880279,2024-10-30 08:57:36
cmp_e10,DPH,irds:beir/trec-covid,96.78801345825195,0.009447827706535804,0.09956666390329265,0.08143117350269045,0.07583333333333334,0.08785405974942828,0.033119121949378584,0.027554184613158138,0.03,0.030600000000000006,0.030840000000000006,0.004156451736005858,0.0640835902283292,0.007715666941665117,2024-10-30--08-57-36--Y5nAM_reformulators,0.18416331708431244,0.19206976890563965,0.4482343792915344,0.12904678285121918,0.06690072163458011,0.07872221584270662,0.08493800548885094,0.08073674989056731,0.1615067155067155,0.17357690421880279,2024-10-30 08:57:36
cmp_e10,BM25,irds:beir/trec-covid,96.78801345825195,0.01056044891392887,0.08469424953806388,0.05717782606757091,0.07416666666666666,0.08316057330117438,0.025392315758816918,0.026539274519256105,0.024000000000000004,0.030200000000000005,0.02967999999999999,0.003868264795992948,0.0636770820508996,0.00881167645058479,2024-10-30--08-57-36--Y5nAM_reformulators,0.18416331708431244,0.19206976890563965,0.4482343792915344,0.12904678285121918,0.06690072163458011,0.07872221584270662,0.08493800548885094,0.08073674989056731,0.1615067155067155,0.17357690421880279,2024-10-30 08:57:36
cmp_e10,BM25%100>>MonoT5,irds:beir/trec-covid,96.78801345825195,0.0034663264604293965,0.12643899381337317,0.10989984463945668,0.1201904761904762,0.12643899381337317,0.05627972257557468,0.03308421379061823,0.05800000000000001,0.030200000000000005,0.0030200000000000005,0.006625718294428906,0.007988103796619468,0.003908491792876414,2024-10-30--08-57-36--Y5nAM_reformulators,0.18416331708431244,0.19206976890563965,0.4482343792915344,0.12904678285121918,0.06690072163458011,0.07872221584270662,0.08493800548885094,0.08073674989056731,0.1615067155067155,0.17357690421880279,2024-10-30 08:57:36
vikcmp_e10,BM25%100>>MonoT5,irds:beir/trec-covid,93.49274063110352,0.0013519225185244434,0.0506084581386676,0.023206886591934758,0.0425,0.0506084581386676,0.02287428188027861,0.016638869365850267,0.027999999999999997,0.015600000000000001,0.0015600000000000002,0.002548407984128535,0.003237024011422999,0.0015017798043714197,2024-10-30--08-56-15--DDFuT_reformulators,0.08961186558008194,0.13851946592330933,0.4073566496372223,0.13003817200660706,0.03071193306177826,0.03942901149055697,0.043899783918931956,0.04352036253957423,0.07152930402930402,0.09402373738679093,2024-10-30 08:56:15
vikcmp_e10,BM25,irds:beir/trec-covid,93.49274063110352,0.002880699027311596,0.047803569860381485,0.03168140224132974,0.04166666666666666,0.04613647914974686,0.011563934761049657,0.013399066531493356,0.01,0.015600000000000001,0.013000000000000001,0.001128067130959435,0.026078998746900468,0.002899920236158317,2024-10-30--08-56-15--DDFuT_reformulators,0.08961186558008194,0.13851946592330933,0.4073566496372223,0.13003817200660706,0.03071193306177826,0.03942901149055697,0.043899783918931956,0.04352036253957423,0.07152930402930402,0.09402373738679093,2024-10-30 08:56:15
vikcmp_e10,BM25%100,irds:beir/trec-covid,93.49274063110352,0.0005495407003858577,0.04613647914974686,0.030455643801909096,0.04166666666666666,0.04613647914974686,0.011563934761049657,0.013399066531493356,0.01,0.015600000000000001,0.0015600000000000002,0.001128067130959435,0.003237024011422999,0.0005711299231087216,2024-10-30--08-56-15--DDFuT_reformulators,0.08961186558008194,0.13851946592330933,0.4073566496372223,0.13003817200660706,0.03071193306177826,0.03942901149055697,0.043899783918931956,0.04352036253957423,0.07152930402930402,0.09402373738679093,2024-10-30 08:56:15
vikcmp_e10,DPH,irds:beir/trec-covid,93.49274063110352,0.003309153442514278,0.05191999080214074,0.02760859301080569,0.04333333333333333,0.05022963879499745,0.017250422927539703,0.01711633123103962,0.02,0.019600000000000003,0.013960000000000005,0.0015942260943965975,0.027549740194512548,0.003131510572265677,2024-10-30--08-56-15--DDFuT_reformulators,0.08961186558008194,0.13851946592330933,0.4073566496372223,0.13003817200660706,0.03071193306177826,0.03942901149055697,0.043899783918931956,0.04352036253957423,0.07152930402930402,0.09402373738679093,2024-10-30 08:56:15
vikcmp_e10,DPH%100,irds:beir/trec-covid,93.49274063110352,0.0008069160017107928,0.05022963879499745,0.0264802954554102,0.04333333333333333,0.05022963879499745,0.017250422927539703,0.01711633123103962,0.02,0.019600000000000003,0.00196,0.0015942260943965975,0.0037881545614430532,0.0007318588762627434,2024-10-30--08-56-15--DDFuT_reformulators,0.08961186558008194,0.13851946592330933,0.4073566496372223,0.13003817200660706,0.03071193306177826,0.03942901149055697,0.043899783918931956,0.04352036253957423,0.07152930402930402,0.09402373738679093,2024-10-30 08:56:15
vik_e10,BM25%100,irds:beir/webis-touche2020/v2,105.19776201248169,0.014699952185305233,0.04013493782751109,0.03627933575762331,0.036394557823129246,0.04013493782751109,0.02048209041336393,0.04890346039759696,0.02448979591836735,0.01326530612244898,0.001326530612244898,0.05259267798367535,0.08058759360526634,0.01310445244851519,2024-10-30--08-54-01--pm1O7_reformulators,0.13057871162891388,0.16790339350700378,0.3727695047855377,0.13795778155326843,0.050946275946275946,0.09101002913299595,0.04370921297137562,0.06895559101554656,0.10174927113702624,0.17549225736844068,2024-10-30 08:54:01
vik_e10,DPH%100,irds:beir/webis-touche2020/v2,105.19776201248169,0.019240104304820545,0.057583026939654905,0.054986225507217525,0.051530612244897966,0.057583026939654905,0.027284614943597265,0.05477242721226881,0.030612244897959183,0.013877551020408165,0.0013877551020408164,0.056283841678399955,0.08076769767626889,0.01708380696669089,2024-10-30--08-54-01--pm1O7_reformulators,0.13057871162891388,0.16790339350700378,0.3727695047855377,0.13795778155326843,0.050946275946275946,0.09101002913299595,0.04370921297137562,0.06895559101554656,0.10174927113702624,0.17549225736844068,2024-10-30 08:54:01
vik_e10,DPH,irds:beir/webis-touche2020/v2,105.19776201248169,0.021197825701630996,0.057903469885321204,0.05543749001227681,0.051530612244897966,0.057583026939654905,0.027284614943597265,0.05477242721226881,0.030612244897959183,0.013877551020408165,0.003081632653061225,0.056283841678399955,0.17011979678197767,0.01909076474261383,2024-10-30--08-54-01--pm1O7_reformulators,0.13057871162891388,0.16790339350700378,0.3727695047855377,0.13795778155326843,0.050946275946275946,0.09101002913299595,0.04370921297137562,0.06895559101554656,0.10174927113702624,0.17549225736844068,2024-10-30 08:54:01
vik_e10,BM25,irds:beir/webis-touche2020/v2,105.19776201248169,0.017859166634594893,0.040391483152012006,0.036605296603434784,0.036394557823129246,0.04013493782751109,0.02048209041336393,0.04890346039759696,0.02448979591836735,0.01326530612244898,0.003551020408163266,0.05259267798367535,0.19421131989399,0.015696752954934574,2024-10-30--08-54-01--pm1O7_reformulators,0.13057871162891388,0.16790339350700378,0.3727695047855377,0.13795778155326843,0.050946275946275946,0.09101002913299595,0.04370921297137562,0.06895559101554656,0.10174927113702624,0.17549225736844068,2024-10-30 08:54:01
